0.000358,0.00033,0.000308,0.000233,0.000285,0.000286
13.308265,13.154261,13.159143,13.219834,13.232531,13.357866
0.427906,0.430937,0.431049,0.423742,0.419629,0.45131
0.406855,0.395093,0.394519,0.422954,0.395264,0.402579
0.426527,0.407444,0.420203,0.439733,0.444968,0.431907
0.39397,0.392811,0.42369,0.432966,0.399672,0.400401
0.422361,0.417908,0.419342,0.405468,0.409001,0.407516
0.408622,0.405663,0.414957,0.415502,0.424037,0.404035
0.452188,0.437033,0.447541,0.466901,0.473804,0.425057
0.399097,0.410087,0.435708,0.410547,0.428373,0.391508
0.45231,0.441722,0.44975,0.458302,0.457797,0.402211
0.429328,0.418178,0.43193,0.41347,0.414913,0.397514
0.455998,0.421643,0.457807,0.428748,0.48185,0.433865
0.434772,0.393418,0.446124,0.404166,0.410065,0.400531
0.465067,0.490266,4.875027,0.466098,0.440328,4.838974
0.417313,0.41844,0.462669,0.438678,0.410652,0.403455
0.472272,4.860411,0.453304,4.328602,4.670615,0.419769
0.423123,0.418667,0.414086,0.416643,0.410427,0.391603
0.426908,0.417175,0.443389,0.447662,0.439758,0.414081
0.441318,0.405374,0.406059,0.40973,0.405829,0.416316
0.424175,0.400696,0.42948,0.413693,0.41293,0.407317
0.410433,0.405881,0.421333,0.409142,0.396317,0.395535
0.406842,0.390001,0.432366,0.449418,0.407101,0.404981
0.428803,0.411404,0.407245,0.425525,0.393684,0.407764
0.41445,0.407566,0.455208,0.439765,0.414071,0.392639
0.412923,0.396773,0.417553,0.403818,0.399239,0.402197
0.436248,0.433904,0.412616,0.484114,0.431655,0.416257
0.419215,0.404841,0.415203,0.402911,0.393683,0.406218
0.409505,0.405112,0.441404,0.398855,0.412981,0.433676
4.291832,4.148532,4.405355,4.17388,4.482618,4.157441
0.411188,0.454408,0.416535,0.477355,0.435142,0.559272
0.40749,0.386681,0.410106,0.41446,0.409285,0.418767
0.475807,0.409472,0.468784,0.393141,0.418365,0.592314
0.442308,0.398278,0.420652,0.421142,0.423675,0.411806
0.433949,0.404074,0.430659,0.498134,0.403505,0.483493
0.422651,0.412031,0.414743,0.418935,0.40859,0.41278
0.424377,0.439442,0.418535,0.506518,0.408597,0.472814
0.416498,0.41583,0.423534,0.41431,0.398264,0.418442
0.415913,4.727185,4.864382,4.881777,0.431721,4.80764
0.415321,0.409838,0.470068,0.476647,0.403514,0.407403
4.920136,0.424139,0.44299,0.471718,0.439419,0.438602
0.461611,0.404398,0.426476,0.427441,0.417483,0.410723
0.482866,0.474024,0.452819,0.453577,0.410276,0.409199
0.41961,0.404286,0.415724,0.42907,0.415489,0.413907
0.460128,0.406663,0.46642,0.433458,0.470687,0.458911
0.430414,0.405773,0.424018,0.434735,0.439347,0.42435
0.430995,0.412391,4.504618,0.454847,4.910214,0.429048
0.430483,0.38812,0.492756,0.422639,0.529599,0.40448
0.417958,4.686467,0.437742,0.5135189999999999,0.485975,0.453168
0.423216,0.531784,0.433197,0.461936,0.420123,0.4176
4.794033,4.827793,0.472961,4.398694,0.456384,5.053172
0.428986,0.50482,0.45588,4.378099,0.428199,0.475556
4.836725,4.761699,0.464969,4.362162,0.447435,5.005716
0.408549,0.47945,0.415785,4.459103,0.426371,0.439234
0.472082,0.517853,0.575036,0.509086,0.437203,0.444932
0.412062,0.409964,0.434008,0.464523,0.428486,0.42215
0.525908,0.455134,4.839863,0.478804,0.568827,0.510737
0.425336,0.410134,0.426588,0.426238,0.430789,0.436556
0.472381,0.432305,0.44109,0.461237,0.544716,0.432587
4.249443,4.197277,4.284394,4.341946,4.392785,4.421889
0.411986,0.469524,0.416297,0.435126,0.445665,0.429715
0.403417,0.425941,0.414007,0.398045,0.410388,0.437545
0.428947,0.459496,0.463251,4.964234,0.524776,0.470066
0.422679,0.447696,0.39456,0.453923,0.429602,0.41089
0.418759,0.448366,0.433835,0.496733,0.438058,0.457734
0.409287,0.413537,0.403032,0.426044,0.404424,0.410144
0.434913,0.48313,0.494153,0.538088,0.442122,0.454924
0.406247,0.399156,0.405547,0.417051,0.410399,0.421444
0.417973,0.449386,0.486393,5.036244,0.448234,0.466221
0.400208,0.421934,0.405214,0.434578,0.398494,0.395855
4.732699,0.47984,0.444034,0.46567,0.43259,4.90161
0.523691,0.42252,0.418278,0.457192,0.403636,0.479956
0.440468,0.495933,0.460607,0.574234,0.46187,0.43358
0.413835,0.399779,0.41275,0.419472,0.418115,0.406378
0.467102,0.458623,0.453927,0.47922,0.491167,0.45755
0.436066,0.424135,0.399701,0.405173,0.429791,0.39632
0.494207,0.426458,0.48031,0.455742,0.449793,0.434541
0.421742,0.399637,0.398363,0.420459,0.415659,0.393945
4.818337,4.719381,4.879946,4.986589,4.936325,0.490158
0.477533,0.44519,0.496783,0.489473,0.651841,0.4071
0.436313,0.421598,0.435038,0.4693,0.639157,0.464925
0.451528,0.413822,0.421528,0.431987,0.416154,0.408207
0.475403,0.461325,0.442155,0.487891,0.628395,0.40525
0.467911,0.396538,0.415015,0.442146,0.428367,0.393068
0.436433,0.425818,0.402208,0.415655,0.560424,0.42694
0.472745,0.411239,0.400715,0.421657,0.428566,0.414927
0.477363,0.421127,0.415172,0.474868,0.464552,0.470281
0.417697,0.417489,0.416119,0.453764,0.429748,0.398556
0.419798,0.406221,0.449683,0.459182,0.437051,0.464176
4.394038,4.24753,4.36508,4.461517,4.37436,4.526825
0.405834,0.408248,0.401128,0.437826,0.404448,0.415621
0.401674,0.409451,0.402523,0.421806,0.401772,0.429908
0.454892,0.429576,0.495098,0.465975,0.432042,0.442709
0.408641,0.414605,0.415008,0.425133,0.413007,0.398616
0.485436,0.512647,0.496188,0.483815,0.43643,0.439155
0.433632,0.425424,0.44254,0.430364,0.42557,0.403007
4.840686,5.042328,0.5071600000000001,5.071609,5.066587,4.843187
0.468336,0.430491,0.428782,0.426808,0.455211,0.450503
4.901645,0.440393,4.500874,4.982019,0.465128,4.885864
0.620389,0.410627,0.423177,0.417246,0.41327,0.433317
0.573695,0.473616,0.5527339999999999,0.521205,0.461081,0.469034
0.431482,0.408062,0.42529,0.42589,0.409098,0.434288
0.452185,0.4174,0.414437,0.446631,0.417342,0.486964
0.478406,0.423723,4.856102,4.965483,0.603241,0.434672
0.476826,0.405141,4.898839,0.45445,0.422578,0.435739
0.428831,0.436303,0.43377,0.416381,0.435067,0.455999
0.446878,0.445551,0.423782,0.414671,0.460321,0.508863
0.507773,0.414748,0.398598,0.423194,0.463707,0.441346
0.477873,0.484305,0.503785,0.498037,0.46286,0.476603
0.491366,0.423851,0.580034,0.408168,4.915489,0.439807
0.467132,0.443479,0.459691,0.488518,0.427534,0.447402
4.994336,4.452591,0.678419,5.016905,0.491588,5.0146
0.648492,0.524357,0.491703,0.44999,0.489406,0.66633
4.750908,4.850581,4.938343,4.965604,4.548654,4.936343
4.823496,0.44958,4.93705,4.562979,4.417567,0.42937
5.030264,4.832926,0.437282,4.9427,4.506343,4.955879
0.488723,0.524999,0.410534,0.417079,4.555108,0.463007
0.421319,0.405837,0.422674,0.405604,4.544215,0.451561
0.430451,0.397989,5.08995,0.403881,4.45535,0.395703
4.318995,4.447733,5.073264,4.486599,4.672723,4.463338
0.413197,4.888116,4.907034,4.955845,4.505129,5.016836
0.408981,4.916712,0.490818,0.466993,4.495085,5.064926
4.812066,0.417059,0.449981,0.593066,4.434276,0.619431
0.479664,4.840777,0.489511,0.578946,4.403033,0.494385
0.455705,0.659077,0.422072,4.903912,4.558956,0.415098
4.787847,4.732343,0.6541130000000001,0.561792,4.566402,4.849329
0.482762,0.632264,0.43743,0.636029,5.046177,0.474346
0.436281,0.497179,0.396833,0.535295,0.549722,0.484017
0.487914,0.4655,0.40789,0.487054,0.50408,4.873949
0.479911,0.568155,0.39371,0.449241,0.418042,0.425417
0.472208,0.5362440000000001,0.397155,0.449134,0.400111,0.462491
0.484202,0.467973,0.398471,4.97295,0.399186,0.521751
0.591825,0.5487300000000001,0.395093,0.448889,0.474547,0.455962
0.437909,0.43658,0.398969,0.433736,0.421387,0.419845
0.569119,0.492374,4.902106,0.459548,0.5607,0.496066
0.496035,0.50037,0.5706909999999999,NaN,0.448169,0.499293
0.465916,0.400368,0.400517,NaN,0.428951,0.446467
0.473639,4.854993,0.46211,NaN,0.541206,4.814325
0.586975,0.487514,0.430892,NaN,0.402388,4.811398
0.456411,0.421409,0.650596,0.000656,0.5174339999999999,0.411172
0.480319,0.434422,0.655994,13.421285,0.433423,0.490729
4.851111,4.78065,0.5076929999999999,4.320398,4.905892,4.911559
0.520041,0.437901,4.872266,4.303669,4.808094,4.862401
0.431225,0.412747,0.457475,0.45846,4.942737,4.831028
4.83634,0.510809,0.524846,4.283189,0.444769,0.483414
0.487737,0.472176,0.466394,0.43012,4.827596,0.479609
5.010249,0.49733,0.5147890000000001,4.689546,0.518666,4.907653
0.55808,4.796557,4.940989,0.436988,4.84589,0.497263
4.734165,0.561127,0.522618,0.422906,4.978946,0.477646
4.426489,4.908799,5.006103,4.691797,4.368143,4.900557
0.429162,0.469248,0.467077,0.431028,0.431782,0.600989
0.513325,0.449597,0.454081,0.418285,0.516904,0.482939
0.413203,0.443236,0.45407,0.4327,0.42512,0.564245
0.400852,0.433603,0.404613,0.438249,0.447067,0.601696
0.40076,0.527444,0.470541,0.42557,0.39047,4.949786
0.401955,0.423833,0.44195,4.792141,0.408316,0.402429
0.417027,0.437706,0.407922,0.447824,0.402202,0.413395
0.412278,0.419855,0.40906,0.421272,0.396649,0.410772
0.409671,0.434439,0.421676,0.438488,0.403556,0.40178
0.406957,0.433128,0.434426,0.420947,0.406075,0.401139
0.396842,0.431915,0.409135,0.439856,0.412429,0.431106
0.410303,0.448076,0.428804,0.427398,0.39678,0.406673
0.402709,0.418512,0.484327,0.464047,0.390066,0.427084
0.436448,0.431096,0.444374,0.447186,0.407615,0.409759
0.470341,0.496539,0.455172,0.466222,0.390919,0.397937
0.420878,0.447013,0.432926,0.498729,0.423792,0.481048
0.42787,0.413506,0.453701,0.431711,0.460377,0.421372
0.420456,0.44532,0.440106,0.445693,0.478922,0.426531
0.442119,0.435584,0.556716,4.28287,0.481421,0.550204
0.489156,0.5556950000000001,5.068179,0.42372,4.965922,0.499391
0.546374,4.88572,0.418381,0.449559,0.658757,0.441134
0.464738,0.573763,0.465959,0.450719,0.510311,0.460331
0.508197,0.537803,0.502926,0.440968,0.451472,0.464186
0.45046,0.5226,4.919435,0.434433,0.62375,5.089692
0.44573,4.869413,0.434039,0.483895,0.481167,0.489083
0.505445,0.442573,4.909731,0.435865,5.231158,0.420853
0.471718,0.414157,0.434381,0.401173,0.41035,0.470018
0.437742,0.400459,0.442907,0.410875,0.407164,0.439653
0.415166,0.480122,0.494556,0.447253,0.419995,0.463632
4.428075,4.465091,5.137609,0.445408,4.576004,4.500945
0.41251,0.456231,0.476088,0.520024,0.521937,0.420942
0.424944,0.41592,0.487337,0.4285,0.408103,0.409824
