152.16,146.09,143.99
2.9754,3.0503,3.0717
2.2537,2.3755,2.2425
2.2009,1.9422,2.0784
2.1005,1.9912,2.0339
2.0623,1.8886,1.9491
2.7361,2.3933,2.396
1.9744,2.0251,2.0743
2.1591,2.1118,2.0584
2.0699,2.1702,2.2681
2.1557,2.1137,2.0772
2.1155,2.2071,2.1123
2.4612,2.3014,2.2901
2.2927,2.282,2.0211
2.022,2.0568,2.0594
1.9464,1.9032,2.2083
2.0298,1.6296,2.1335
2.166,1.9048,2.0053
2.3418,2.0032,2.3039
2.0962,1.7545,2.1852
2.0521,1.7761,2.1401
2.0927,1.8818,1.9707
2.1579,1.7175,2.0786
1.9734,1.9651,2.0396
2.4272,2.1667,2.2882
2.1344,1.7364,1.9892
1.9776,1.7956,2.0735
2.0013,1.7638,1.9756
2.0699,1.775,2.0396
2.0881,1.6793,1.8876
2.3217,2.125,2.3037
2,2.0289,2.1014
2.0161,2.0888,1.9388
2.1966,1.9291,1.8452
1.9575,2.1998,2.0552
1.9674,2.1139,1.942
2.5459,2.3963,2.299
2.1159,2.2535,2.093
2.1373,1.9874,2.0908
2.1862,1.9279,2.0513
2.1268,1.8807,2.0308
2.0415,1.8965,2.0341
2.3903,2.162,2.1965
2.0121,1.7531,1.7883
1.9431,1.8103,1.9315
2.0762,1.838,1.8798
1.893,1.7904,2.1088
1.8726,1.9982,1.8935
2.2827,2.5023,2.2217
1.9818,1.9737,2.0158
1.9593,2.138,1.5139
1.9573,1.7176,1.6617
2.0519,1.5656,1.7069
1.9226,1.7793,1.7065
2.1855,2.0664,1.7704
1.9416,1.8373,1.775
2.0417,1.7629,1.7296
2.1304,1.9906,1.8411
1.9755,1.8466,1.6787
2.0064,1.9737,1.8564
2.5501,2.2111,2.1649
2.0883,1.828,1.9547
2.0443,2.0277,1.7384
2.0608,1.9937,1.9451
2.1158,1.8844,1.9681
2.1301,2.2553,1.9348
2.3366,2.4417,2.2848
2.0813,2.1693,2.078
2.1071,2.1771,1.962
1.9615,2.2356,1.9349
2.1073,2.1696,1.6398
1.9534,2.1325,1.7473
2.1852,2.5453,1.9218
2.0657,2.2979,1.6805
2.004,1.8542,1.446
2.0461,1.8408,1.5375
2.0302,1.7944,1.617
2.0449,2.1576,1.521
2.0878,2.2206,1.6489
1.9305,2.0079,1.6077
2.0043,2.4973,1.3794
2.0225,1.8496,1.5227
2.0466,1.9889,1.5418
1.9417,2.1667,1.7276
2.156,2.538,2.0406
1.8277,2.0628,1.901
2.141,1.9574,1.9532
1.9156,2.0433,2.0394
2.1384,1.9263,2.1311
1.8992,1.8425,1.9863
2.2425,2.5344,2.2803
2.1581,2.1111,2.1376
1.9903,2.0801,2.0053
1.9802,2.1092,2.0083
2.0332,2.2877,2.3195
2.0301,2.3889,1.9293
2.4398,2.6767,2.3232
1.9415,2.0071,2.0523
2.045,1.923,1.9227
1.9407,2.3772,1.9714
1.903,2.1464,2.0595
2.0803,2.2709,1.9459
2.3917,2.8456,2.693
2.298,2.2899,2.137
2.1879,2.4137,2.4399
2.1631,2.1299,2.2638
1.9964,2.1691,2.5061
2.1072,2.2088,2.1904
2.3687,2.4112,2.6307
1.8996,2.3327,2.4342
2.1163,2.2497,2.3661
2.0686,2.0222,2.1606
1.984,2.0848,2.2483
1.965,2.1445,2.3307
2.2316,2.3045,2.3346
1.9601,2.1848,2.1628
2.1438,1.987,2.2679
1.995,2.1766,2.0538
1.9747,2.2449,2.0843
2.0283,2.2477,1.9915
2.3224,2.3373,2.3175
1.9679,2.0262,2.2529
1.9185,1.9294,2.1199
2.0286,2.0091,2.2378
1.8961,2.2377,2.0954
1.8939,2.2386,2.2401
2.3322,2.4455,2.4209
2.009,2.2115,2.5087
1.9992,2.1445,2.4071
2.0537,2.0585,2.2415
1.9509,2.0953,2.2192
1.9212,1.8713,1.933
2.3077,2.2223,2.3228
1.9446,1.8898,2.08
2.1115,1.9167,2.2615
1.9726,2.0559,1.8977
1.969,1.9976,2.1266
1.9597,2.0085,2.1213
2.2253,2.3248,2.6745
2.0531,2.07,2.2225
1.8644,1.8919,2.0801
1.9742,1.9484,2.4146
1.9344,2.0412,2.1139
2.0504,1.9854,2.1209
2.3206,2.3626,2.2573
1.9922,1.9728,2.1695
1.9029,1.9813,2.3197
2.1716,1.979,2.1687
1.9065,1.9811,2.1606
1.9467,2.0346,2.2475
2.3478,2.3216,2.2649
1.7437,1.8194,1.9071
1.946,2.022,1.9034
2.12,1.9268,1.9933
2.0603,1.9678,2.0266
2.0036,2.0001,2.0235
2.2693,2.151,2.294
1.9211,2.094,1.9777
2.0537,2.0427,1.9295
1.9733,2.0952,2.0703
1.9792,1.9158,1.9341
1.9615,1.895,2.0478
2.302,2.2375,2.4477
2.0079,2.0678,1.8765
1.9367,2.0837,1.938
2.0598,1.7649,1.9707
1.8556,2.0299,1.8986
1.9398,1.9895,2.0526
2.1509,2.2446,2.2307
2.0469,1.8362,2.0253
2.1773,2.0014,2.0453
1.9831,2.2502,1.9178
2.1142,2.2526,2.0539
2.4498,2.1151,1.8888
2.408,2.1978,2.3244
2.0656,2.2042,2.0238
2.2506,2.2994,2.0052
2.0647,2.1258,2.0247
1.948,2.1157,1.9593
2.1872,1.9858,1.912
2.3594,2.1514,2.2626
1.9936,1.861,1.8582
1.9933,1.9287,1.9436
1.8564,1.9865,2.0332
1.9455,1.9667,2.0331
1.9669,1.8994,1.9779
2.2576,2.1014,2.3514
1.898,1.9471,2.0716
1.954,2.0194,1.9956
2.0796,2.124,1.943
2.0537,1.9621,1.8116
2.0018,1.9077,1.9282
2.3926,2.2683,2.5087
1.9968,1.9581,1.8958
2.0737,1.9926,2.056
2.076,2.0645,1.9184
2.1514,1.9139,2.0112
1.9305,1.9488,2.0414
2.2414,2.229,2.396
2.0657,1.948,1.9418
2.1162,1.8645,1.9067
2.0034,2.061,1.9122
2.1546,2.0008,2.0039
2.0704,1.9351,2.0618
2.3255,2.186,2.1901
1.9731,1.9488,1.8385
2.0874,2.027,1.9428
1.996,1.9676,1.9753
1.9712,1.8044,2.0044
1.931,1.8212,1.902
2.1326,2.1761,2.2867
2.0336,1.9999,2.0546
2.0985,1.7712,2.0035
2.036,2.1975,2.0095
2.0745,1.9598,2.0173
2.0885,2.0804,1.9448
2.2308,2.1962,2.3199
1.9536,2.134,1.962
1.8894,2.0656,1.9324
1.9734,2.2472,2.1393
2.0498,1.822,2.1382
2.1957,1.9023,1.9711
2.2809,2.3839,2.3871
2.0842,2.0522,1.9704
1.9142,2.2091,1.9726
2.0451,2.0259,2.0802
1.9697,2.0055,2.0174
2.073,2.0534,1.9916
2.3461,2.2121,2.4948
2.0578,2.0557,1.9922
2.1576,2.0106,1.9455
2.0715,2.0761,1.9056
2.057,1.9301,2.155
2.0178,1.872,2.1647
2.2389,2.3918,2.3213
2.084,1.9764,2.0741
1.9158,2.0622,2.0338
2.0196,1.8965,2.0746
2.0413,1.958,2.0325
2.0699,2.1038,1.9541
2.2052,2.1371,2.3504
2.1452,2.0832,1.863
1.9453,1.9125,1.9149
2.0646,1.7719,1.9917
1.876,2.0124,1.9255
1.9188,1.9414,1.9776
2.3001,2.2924,2.2971
1.7444,1.9339,1.9475
2.0196,1.9574,2.1089
1.9798,1.9205,2.0473
1.9618,2.0687,2.0337
2.1198,2.0115,2.0146
2.12,2.172,2.476
1.8942,1.9151,1.9895
1.8856,1.9377,1.9549
1.938,2.091,1.8852
2.0281,1.9392,1.631
1.925,1.8776,1.6457
2.3334,2.3757,1.9527
1.9704,1.9516,1.6618
2.011,1.9965,1.7388
1.9075,2.066,1.7292
2.0776,2.069,1.6936
1.8871,1.9659,1.5463
2.3081,2.2165,1.8239
2.0253,1.8531,1.7861
1.9956,1.8091,1.7243
1.9322,1.9824,1.6917
2.0045,1.8195,1.6434
2.0131,1.9825,1.7184
2.3045,2.3674,2.1062
2.0974,1.914,1.6631
1.9995,2.0996,1.8421
2.0999,1.9393,1.9241
2.0372,2.0009,2.003
1.9161,2.1267,1.9463
2.3442,2.3903,2.1184
1.9162,1.9287,2.0289
2.013,2.1444,2.1216
1.9498,1.9239,1.9517
1.9655,1.9625,2.1053
2.0467,2.0833,1.7798
2.1306,2.2515,1.9286
1.9689,1.8795,1.7087
1.995,2.0437,1.8811
1.9696,2.038,1.6485
1.9939,1.8909,1.8864
2.0671,1.8942,1.75
2.2404,2.2062,2.3163
2.0015,1.8441,1.986
2.025,1.8802,2.0557
1.9448,2.0461,2.1875
2.018,1.8973,2.2922
2.0255,1.8402,2.3092
2.223,2.4265,2.694
2.0414,2.2034,2.3128
2.0038,2.1495,2.1476
1.8856,1.916,2.253
2.0339,1.9721,2.3222
2.0847,1.9895,2.4009
2.3483,2.3852,2.6183
1.9026,2.056,2.3242
1.9543,2.1215,2.1529
1.9728,1.884,2.2548
2.0804,2.0048,1.8919
1.705,2.0393,2.2393
1.8439,2.3212,2.3446
1.7789,1.8961,2.088
1.7997,2.0792,2.1102
1.7605,2.1633,2.1791
1.6491,1.9651,2.0848
1.6446,1.8802,2.0741
1.9136,2.1946,2.5302
1.6324,2.0439,2.077
1.6511,2.09,2.0465
1.6434,2.078,2.1761
1.8957,2.0334,2.3782
1.8706,2.0472,2.1018
1.9553,2.1322,2.246
1.8567,2.0371,1.8647
1.814,1.9636,1.9849
1.8822,1.9865,1.8739
2.0235,2.1608,1.7627
2.0361,2.0663,2.0026
2.3159,2.3471,2.0229
1.8273,2.0293,1.8322
2.0776,2.0256,1.9607
2.0015,2.0221,1.8149
2.0689,2.0707,1.777
1.9394,1.9805,1.8343
2.0618,2.2452,2.2786
1.816,2.041,1.8238
1.777,1.9438,1.9121
1.8117,1.9447,1.7296
1.9155,2.0695,1.9008
1.7644,2.0157,2.0735
2.2803,2.3767,2.1846
1.8434,1.9225,2.1166
1.9414,1.9983,1.9417
1.9049,1.9518,1.9869
2.0509,1.8077,1.8825
2.1474,1.8897,1.979
2.5054,1.8916,2.1381
2.099,1.5549,1.8322
1.9349,1.7401,1.8983
2.1144,1.6378,1.8942
2.06,1.5276,1.8447
2.2496,1.8067,1.7048
2.373,1.8721,2.0179
2.1711,1.672,1.7955
2.0628,1.8087,1.8872
1.9817,1.6254,2.1684
1.9727,1.6182,2.3124
2.0273,1.684,1.9881
2.1834,2.0495,2.4072
1.9651,1.7355,2.3024
2.11,1.7355,2.1603
2.0147,1.9154,2.1089
2.0969,2.0107,2.1275
1.989,2.0812,2.0482
2.2574,2.2304,2.3774
2.0378,1.9871,2.1382
2.1235,1.9977,1.8698
2.2046,2.0147,2.0366
2.2289,2.1513,2.0646
1.9108,2.0898,2.1763
2.5578,2.1832,2.4221
2.0364,1.9792,2.2257
2.2765,1.8504,2.0181
2.0589,1.8402,2.0451
2.0539,1.7555,2.189
2.0693,1.8228,2.0507
2.3686,2.14,2.5246
1.97,1.846,2.0217
1.8566,1.8946,1.8569
1.6603,1.9068,1.7459
1.7986,2.0836,1.8462
1.8517,1.9854,1.8461
2.0869,2.2272,2.1062
1.9429,2.0542,1.8447
1.7391,2.0161,1.8526
1.7362,2.0728,2.0429
1.8629,2.1823,1.94
1.865,2.2733,1.9719
2.049,2.4971,2.0858
1.871,2.183,1.8815
