0.000127,0.000137,0.000121,0,0,0,0,0,0,0,0,0,0,0,0
0.082323,0.08356,0.082309,0,0,0,0,0,0,0,0,0,0,0,0
0.048484,0.058318,0.045615,0,0,0,0,0,0,0,0,0,0,0,0
0.037268,0.039136,0.034026,0,0,0,0,0,0,0,0,0,0,0,0
0.033909,0.033501,0.030151,0,0,0,0,0,0,0,0,0,0,0,0
0.031721,0.030704,0.027721,0,0,0,0,0,0,0,0,0,0,0,0
0.028613,0.029076,0.0264,0,0,0,0,0,0,0,0,0,0,0,0
0.026847,0.02842,0.024413,0,0,0,0,0,0,0,0,0,0,0,0
0.025379,0.027057,0.023703,0,0,0,0,0,0,0,0,0,0,0,0
0.023965,0.024775,0.022823,0,0,0,0,0,0,0,0,0,0,0,0
0.035806,0.037159,0.033469,0,0,0,0,0,0,0,0,0,0,0,0
0.024679,0.023648,0.021052,0,0,0,0,0,0,0,0,0,0,0,0
0.02486,0.024544,0.020296,0,0,0,0,0,0,0,0,0,0,0,0
0.024764,0.023642,0.020224,0,0,0,0,0,0,0,0,0,0,0,0
0.040508,0.038925,0.034018,0,0,0,0,0,0,0,0,0,0,0,0
0.038275,0.038798,0.03336,0,0,0,0,0,0,0,0,0,0,0,0
0.036023,0.035841,0.031493,0,0,0,0,0,0,0,0,0,0,0,0
NaN,NaN,NaN,0,0,0,0,0,0,0,0,0,0,0,0
NaN,NaN,NaN,0,0,0,0,0,0,0,0,0,0,0,0
NaN,NaN,NaN,0,0,0,0,0,0,0,0,0,0,0,0
NaN,NaN,NaN,0,0,0,0,0,0,0,0,0,0,0,0
0.000146,0.000156,0.000207,0,0,0,0,0,0,0,0,0,0,0,0
0.06323,0.063259,0.061572,0,0,0,0,0,0,0,0,0,0,0,0
0.041953,0.041948,0.042827,0,0,0,0,0,0,0,0,0,0,0,0
0.023425,0.022886,0.023919,0,0,0,0,0,0,0,0,0,0,0,0
0.019484,0.019166,0.019814,0,0,0,0,0,0,0,0,0,0,0,0
0.016736,0.017016,0.017337,0,0,0,0,0,0,0,0,0,0,0,0
0.029398,0.029726,0.029453,0,0,0,0,0,0,0,0,0,0,0,0
0.023723,0.024546,0.023693,0,0,0,0,0,0,0,0,0,0,0,0
0.020758,0.021224,0.020811,0,0,0,0,0,0,0,0,0,0,0,0
0.019595,0.019796,0.019504,0,0,0,0,0,0,0,0,0,0,0,0
0.028401,0.028374,0.027881,0,0,0,0,0,0,0,0,0,0,0,0
0.017554,0.017994,0.017884,0,0,0,0,0,0,0,0,0,0,0,0
0.017428,0.017877,0.018298,0,0,0,0,0,0,0,0,0,0,0,0
0.017081,0.017711,0.018018,0,0,0,0,0,0,0,0,0,0,0,0
0.019053,0.020135,0.019718,0,0,0,0,0,0,0,0,0,0,0,0
0.037183,0.03721,0.037534,0,0,0,0,0,0,0,0,0,0,0,0
0.033691,0.033567,0.033672,0,0,0,0,0,0,0,0,0,0,0,0
0.031013,0.030737,0.030396,0,0,0,0,0,0,0,0,0,0,0,0
0.028682,0.027143,0.027863,0,0,0,0,0,0,0,0,0,0,0,0
0.027771,0.027295,0.026993,0,0,0,0,0,0,0,0,0,0,0,0
0.033944,0.033649,0.033547,0,0,0,0,0,0,0,0,0,0,0,0
0.03113,0.031581,0.031382,0,0,0,0,0,0,0,0,0,0,0,0
0.02739,0.028001,0.027537,0,0,0,0,0,0,0,0,0,0,0,0
0.025745,0.02701,0.027018,0,0,0,0,0,0,0,0,0,0,0,0
0.027912,0.027825,0.028117,0,0,0,0,0,0,0,0,0,0,0,0
0.025685,0.026339,0.025449,0,0,0,0,0,0,0,0,0,0,0,0
0.019121,0.018879,0.018803,0,0,0,0,0,0,0,0,0,0,0,0
0.026509,0.027307,0.026274,0,0,0,0,0,0,0,0,0,0,0,0
