141.29,146.82,127.73
3.0566,3.0106,3.1818
2.2695,2.205,2.4801
2.1988,2.0487,2.3569
2.0665,1.9481,2.3329
2.1067,1.9658,2.1886
2.6067,2.5122,2.618
2.0912,2.0113,2.2809
2.1527,1.7072,2.0436
2.1201,1.7442,1.9961
1.9398,1.7617,2.3033
2.1445,1.7049,2.0828
2.4391,2.0716,2.531
2.1222,1.8118,2.1681
2.0779,1.6896,2.108
2.0846,1.7971,2.1112
2.1407,1.7381,2.1637
2.0987,1.7295,2.2016
2.2021,2.0079,2.2512
2.0036,1.706,2.0197
2.1045,1.7057,2.1426
2.009,1.9283,2.3724
2.0882,1.8049,2.062
2.0608,2.0249,2.0562
2.3864,2.3339,2.3364
1.9774,1.8954,1.9842
1.9159,1.9554,2.1625
2.0235,2.0243,2.1021
2.0344,1.8895,2.0359
2.0227,1.9763,2.1065
2.2918,2.3677,2.1168
1.8653,1.7517,2.0221
1.9597,1.7838,1.8219
2.0322,1.8366,1.7722
1.9661,1.5274,1.9608
1.9366,1.4534,1.9422
2.2609,1.65,2.3842
2.0534,1.3028,1.9917
1.8563,1.6235,1.8603
2.0996,1.9284,1.9422
2.0196,1.7942,2.0001
2.0563,1.9102,2.0582
2.2089,2.0521,2.4466
2.0699,1.8144,2.0143
1.9134,1.787,1.9893
2.1451,1.6909,1.9629
2.1491,1.845,2.152
2.0751,2.0016,1.9842
2.4361,2.011,2.2715
2.0711,1.8258,2.1266
2.117,1.9252,1.8378
1.9553,1.8388,1.9607
1.9025,1.6244,2.0931
1.9434,1.5116,2.086
2.3678,1.5,2.2744
1.9454,1.5477,2.0488
2.0626,1.6037,1.9764
2.039,1.6559,2.0514
1.9545,1.6234,2.0249
1.9218,1.5529,1.8923
2.3074,1.8912,2.2755
1.8574,1.4704,1.9007
2.1041,1.5434,1.9813
1.993,1.6205,1.9783
1.9177,1.595,2.0081
1.9297,1.5368,1.9632
2.436,2.016,2.2122
2.0184,2.2632,1.913
1.9566,2.2093,2.0878
1.9254,1.9987,1.9941
1.9368,2.236,2.0578
2.1308,2.1887,2.0832
2.2123,2.2036,2.2824
2.1038,1.8101,2.0008
2.0509,1.978,1.9605
1.8426,2.0523,1.9342
2.0597,1.7133,1.9982
1.9533,1.6004,1.9693
2.2045,1.8532,2.3068
2.0026,1.6667,2.0138
1.9259,1.592,1.8088
2.1156,1.6166,1.9287
2.0355,1.5646,2.056
1.9245,1.6557,1.8748
2.3077,1.9237,2.2445
1.8535,2.2218,1.933
1.9732,2.3219,2.0317
2.1079,2.2716,1.8359
2.0635,2.3509,1.9575
1.9443,2.1068,2.1497
2.0772,2.4493,2.2839
1.6834,1.9088,1.9251
1.6838,2.0491,2.0052
1.8103,2.3745,2.0403
1.6988,2.1521,1.9882
1.7193,1.9705,1.8154
1.9729,2.7402,2.3595
1.7747,2.2055,1.9923
1.7579,2.3065,2.0564
1.7901,2.2411,1.9452
1.7313,2.0867,1.8043
1.6713,2.1047,2.0855
2.0161,2.5307,2.3272
1.639,2.1484,2.0059
