161.31,182.15,144.93
3.6986,2.9502,3.6618
2.664,2.1913,2.6207
2.4054,1.9777,2.4041
2.4543,1.9756,2.6435
2.4063,1.9623,2.2849
3.1349,2.4105,2.9883
2.1772,2.0111,2.4445
2.5599,2.0215,2.3994
2.2096,2.1596,2.3988
2.2683,1.9907,2.3502
2.38,2.0894,2.4132
2.9679,2.5088,2.827
2.4777,2.3815,2.5048
2.3262,2.1586,2.3621
2.3973,2.3027,2.0417
2.3922,2.3961,2.1334
2.5623,2.3391,1.9476
2.8107,2.6665,2.5288
2.4364,2.0908,2.0634
2.3113,2.1171,1.973
2.4343,1.9626,2.1476
2.3413,2.052,1.9442
2.277,2.1061,2.0046
2.8591,2.4029,2.4212
2.2984,2.3679,2.2377
2.3164,2.318,2.0616
2.1473,2.2192,2.0115
2.2753,2.3211,2.2014
2.2983,2.3796,2.1697
2.6628,2.5256,2.4927
2.3147,2.2182,2.1036
2.4306,2.2166,2.2776
2.4428,2.3071,2.2058
2.2509,2.4398,2.1344
2.3296,2.0951,2.0723
2.818,2.8414,2.4404
2.5371,2.4619,2.0462
2.2219,2.1931,1.9313
2.0794,2.295,1.8528
2.2342,2.3792,2.0714
2.1802,2.3616,2.1841
2.4234,2.6448,2.7459
2.2416,2.4815,2.2807
2.1135,2.4169,2.4026
2.2909,2.2091,2.2945
2.3938,2.2584,2.3873
2.1786,2.2244,2.2546
2.5614,2.8028,2.6797
2.069,2.4365,2.3641
2.1783,2.4481,2.2985
2.2634,2.2194,2.2992
2.3167,2.5234,2.4339
2.2315,2.4119,2.5395
2.6344,2.8701,3.0168
2.487,2.5059,2.208
2.2438,2.5732,2.3585
2.4029,2.3931,2.5325
2.4068,2.3277,2.2137
2.4069,2.3467,2.3783
2.5171,2.4269,2.6475
2.223,1.9781,2.375
2.0713,2.1403,2.341
2.1752,1.9955,2.4086
2.1302,2.0931,2.3096
2.342,2.1001,2.3463
2.4918,2.2079,2.7888
2.1931,1.9901,2.2424
2.0424,2.0135,2.5708
2.0696,1.9292,2.3301
2.2259,1.6726,2.2756
2.2539,1.9254,2.2333
2.5884,2.3924,2.4233
2.2203,2.0159,2.2073
2.2529,2.2519,2.3793
2.2808,2.2758,2.4038
