10.605,10.579,10.465
0.39918,0.40535,0.39492
0.27439,0.28686,0.26626
0.21201,0.22118,0.20669
0.10692,0.1095,0.10411
0.10597,0.11045,0.104
0.10658,0.10811,0.10318
0.21187,0.21412,0.2095
0.10678,0.1085,0.10532
0.10648,0.10811,0.10556
0.10895,0.11158,0.10883
0.20828,0.21069,0.20622
0.10757,0.11043,0.10773
0.10521,0.10831,0.10469
0.10537,0.10784,0.10506
0.20985,0.21013,0.20591
0.10599,0.10808,0.10507
0.10577,0.1072,0.10508
0.10562,0.10794,0.10512
0.20868,0.20945,0.20519
0.105,0.10828,0.10458
0.10562,0.10755,0.10525
0.1054,0.10777,0.10498
0.20842,0.20823,0.20506
0.1055,0.10773,0.10504
0.10552,0.10857,0.10505
0.10513,0.10853,0.10458
0.20813,0.20911,0.20466
0.10483,0.10778,0.10457
0.10501,0.10778,0.1051
0.1046,0.10783,0.10434
0.20658,0.20919,0.20436
0.10487,0.10832,0.10445
0.10584,0.10779,0.10476
0.10594,0.10815,0.10417
0.20653,0.20761,0.20355
0.10394,0.10708,0.104
0.10529,0.10659,0.10427
0.10406,0.10795,0.10406
0.20605,0.21049,0.20386
0.10391,0.10721,0.10407
0.10416,0.10723,0.10417
0.10411,0.10733,0.10436
0.20689,0.20946,0.20331
0.10439,0.10776,0.104
0.10433,0.10709,0.10474
0.10491,0.10811,0.10433
0.20589,0.20889,0.20344
0.10452,0.10643,0.10457
0.10489,0.10682,0.10502
0.1593,0.16198,0.15831
0.2119,0.20966,0.21016
0.10683,0.10723,0.10707
0.10717,0.10784,0.10738
0.10574,0.10674,0.10613
0.20919,0.20615,0.2065
0.10571,0.10708,0.10691
0.10634,0.10653,0.10714
0.10581,0.10666,0.10695
0.20825,0.20583,0.2065
0.10599,0.10701,0.10661
0.10737,0.10647,0.10688
0.10533,0.10651,0.10627
0.20826,0.20543,0.20682
0.1071,0.10636,0.10623
0.10558,0.107,0.10681
0.10627,0.10646,0.10668
0.20736,0.20574,0.20736
0.10558,0.10654,0.10618
0.10662,0.10652,0.10642
0.10572,0.10655,0.10602
0.20843,0.20715,0.20735
0.10479,0.10632,0.10703
0.10624,0.10605,0.10649
0.10498,0.1063,0.10531
0.20561,0.20482,0.20579
0.10418,0.10653,0.10542
0.11119,0.11258,0.11171
0.1053,0.10695,0.10639
0.20646,0.20506,0.20533
0.10446,0.10584,0.10566
0.10524,0.10625,0.10605
0.10474,0.10629,0.10551
0.20596,0.2045,0.20509
0.10477,0.10536,0.10529
0.10543,0.10656,0.10633
0.10487,0.10652,0.10554
0.20607,0.20505,0.20569
0.10613,0.10654,0.106
0.10547,0.10635,0.10636
0.10545,0.10666,0.10637
0.2103,0.20835,0.20976
0.10598,0.10712,0.1068
0.10795,0.10711,0.1079
0.10509,0.10669,0.10664
0.20731,0.20592,0.20702
0.10569,0.10732,0.10613
0.10673,0.10767,0.10726
0.10621,0.1073,0.1068
0.20888,0.20608,0.20671
0.10709,0.10701,0.1067
0.10665,0.10724,0.10732
0.10606,0.10729,0.10686
0.20694,0.20583,0.20645
0.10617,0.10752,0.10703
0.10682,0.10748,0.10748
0.10609,0.10803,0.10717
0.20785,0.20593,0.20614
0.10569,0.1066,0.10569
0.10615,0.10655,0.10694
0.10577,0.10665,0.10565
0.20695,0.20525,0.20633
0.10564,0.10647,0.10529
0.10529,0.10605,0.1063
0.1044,0.10605,0.10521
0.20716,0.20484,0.20585
0.10427,0.10601,0.10529
0.10548,0.10575,0.10608
0.10408,0.10605,0.10491
0.20719,0.20495,0.20609
0.10469,0.10609,0.10595
0.10566,0.10599,0.10635
0.10552,0.10551,0.10536
0.20631,0.2044,0.20523
0.10521,0.10484,0.10556
0.10731,0.10678,0.10626
0.10482,0.10478,0.10578
0.20692,0.2055,0.20484
0.10551,0.10544,0.10585
0.10526,0.10624,0.10516
0.10605,0.10653,0.10627
0.20667,0.20545,0.20533
0.10509,0.10511,0.10556
0.10581,0.10684,0.10602
0.10519,0.10552,0.10583
0.20583,0.20525,0.20484
0.10507,0.10556,0.1056
0.10616,0.10635,0.10557
0.10491,0.10565,0.10575
0.20583,0.20479,0.20547
0.10433,0.10513,0.10526
0.10584,0.107,0.10631
0.10448,0.10454,0.10548
0.20538,0.20405,0.20414
0.10499,0.10604,0.10501
0.1044,0.1063,0.10448
NaN,NaN,NaN
NaN,NaN,NaN
NaN,NaN,NaN
NaN,NaN,NaN
10.596,10.499,10.582
